gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,direct_seed_payers,truncated_by_depth
100000002748040100,peripheral,0.100000,18,0.133255,"Depth 4 boundary: 18,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,18000.000000,0.000000,1,0,0,True
100000002748180100,peripheral,0.200000,24,0.436289,"Observed 1 payers, 8 recipients, 9,900 KZT in; insufficient role evidence.",1,False,1,8,9900.000000,679743.000000,1,9,1,False
100000002748511100,peripheral,0.100000,16,0.194371,"Depth 4 boundary: 20,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,20000.000000,0.000000,1,0,0,True
100000002748532100,peripheral,0.200000,46,0.342165,"Observed 3 payers, 2 recipients, 355,575 KZT in; insufficient role evidence.",2,False,3,2,355575.000000,646685.000000,3,7,0,False
100000002748581100,peripheral,0.200000,40,0.256701,"Observed 1 payers, 0 recipients, 41,180 KZT in; insufficient role evidence.",3,False,1,0,41180.000000,0.000000,1,0,0,False
100000002748761100,terminal,0.547635,24,0.378531,"Observed 796,800 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,796800.000000,0.000000,3,0,0,False
100000002750332100,peripheral,0.200000,4,0.333966,"Observed 1 payers, 0 recipients, 11,360 KZT in; insufficient role evidence.",1,False,1,0,11360.000000,0.000000,1,0,1,False
100000002750956100,peripheral,0.200000,0,0.359190,"Observed 1 payers, 0 recipients, 47,416 KZT in; insufficient role evidence.",1,False,1,0,47416.000000,0.000000,1,0,1,False
100000002752565100,peripheral,0.100000,8,0.145464,"Depth 4 boundary: 57,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,57000.000000,0.000000,1,0,0,True
100000002753146100,terminal,0.547797,24,0.378712,"Observed 803,540 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,803540.000000,0.000000,3,0,0,False
100000002755292100,terminal,0.524101,10,0.349719,"Observed 203,400 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,203400.000000,0.000000,1,0,0,False
100000002757240100,peripheral,0.200000,2,0.360540,"Observed 1 payers, 0 recipients, 51,183 KZT in; insufficient role evidence.",2,False,1,0,51183.000000,0.000000,1,0,0,False
100000002757791100,peripheral,0.200000,41,0.366820,"Observed 1 payers, 0 recipients, 73,050 KZT in; insufficient role evidence.",3,False,1,0,73050.000000,0.000000,1,0,0,False
100000002757797100,terminal,0.515051,7,0.435374,"Observed 100,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,1,0,100000.000000,0.000000,1,0,1,False
100000002760175100,terminal,0.522925,11,0.448038,"Observed 187,410 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,1,0,187410.000000,0.000000,1,0,1,False
100000002762076100,peripheral,0.200000,1,0.465463,"Observed 2 payers, 1 recipients, 140,350 KZT in; insufficient role evidence.",1,False,2,1,140350.000000,30000.000000,2,1,2,False
100000002769809100,terminal,0.516462,43,0.371213,"Observed 113,422 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,113422.000000,0.000000,1,0,0,False
100000002773323100,peripheral,0.200000,4,0.370017,"Observed 2 payers, 1 recipients, 285,000 KZT in; insufficient role evidence.",3,False,2,1,285000.000000,1171644.000000,2,2,0,False
100000002774456100,peripheral,0.200000,11,0.360255,"Observed 1 payers, 0 recipients, 50,363 KZT in; insufficient role evidence.",1,False,1,0,50363.000000,0.000000,1,0,1,False
100000002778085100,peripheral,0.200000,16,0.431751,"Observed 1 payers, 0 recipients, 66,208 KZT in; insufficient role evidence.",1,False,1,0,66208.000000,0.000000,1,0,1,False
100000002779485100,peripheral,0.200000,8,0.270699,"Observed 1 payers, 0 recipients, 91,000 KZT in; insufficient role evidence.",2,False,1,0,91000.000000,0.000000,2,0,0,False
100000002781227100,transit,0.638829,59,0.513872,"Observed 191,168 KZT in, 212,420 KZT out, ratio 1.11; transit hypothesis, timing untested.",1,False,2,3,191167.620000,212420.000000,8,10,1,False
100000002784085100,terminal,0.523856,4,0.449372,"Observed 200,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,1,0,200000.000000,0.000000,1,0,1,False
100000002791494100,peripheral,0.100000,18,0.149803,"Depth 4 boundary: 85,860 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,85860.000000,0.000000,1,0,0,True
100000002793851100,peripheral,0.200000,16,0.400147,"Observed 1 payers, 0 recipients, 11,052 KZT in; insufficient role evidence.",1,False,1,0,11052.000000,0.000000,1,0,1,False
100000002793881100,consolidator,0.755000,4,0.482198,"Observed 3 payers, 785,600 KZT in, 0% onward; consolidation hypothesis.",3,False,3,0,785600.000000,0.000000,3,0,0,False
100000002794197100,peripheral,0.200000,1,0.351168,"Observed 1 payers, 0 recipients, 30,100 KZT in; insufficient role evidence.",1,False,1,0,30100.000000,0.000000,1,0,1,False
100000002794374100,peripheral,0.100000,60,0.152524,"Depth 4 boundary: 111,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,111000.000000,0.000000,1,0,0,True
100000002796853100,peripheral,0.200000,59,0.321529,"Observed 1 payers, 1 recipients, 199,000 KZT in; insufficient role evidence.",2,False,1,1,199000.000000,46167.620000,8,5,0,False
100000002799941100,terminal,0.542255,43,0.405780,"Observed 600,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,600000.000000,0.000000,1,0,0,False
100000002807334100,peripheral,0.200000,10,0.261718,"Observed 1 payers, 0 recipients, 54,715 KZT in; insufficient role evidence.",3,False,1,0,54715.000000,0.000000,1,0,0,False
100000002809568100,peripheral,0.200000,0,0.331715,"Observed 1 payers, 0 recipients, 10,000 KZT in; insufficient role evidence.",1,False,1,0,10000.000000,0.000000,1,0,1,False
100000002809896100,peripheral,0.200000,18,0.255282,"Observed 1 payers, 0 recipients, 38,000 KZT in; insufficient role evidence.",3,False,1,0,38000.000000,0.000000,1,0,0,False
100000002810870100,peripheral,0.200000,22,0.353150,"Observed 1 payers, 0 recipients, 33,677 KZT in; insufficient role evidence.",1,False,1,0,33677.000000,0.000000,1,0,1,False
100000002812641100,peripheral,0.200000,4,0.274440,"Observed 1 payers, 1 recipients, 10,000 KZT in; insufficient role evidence.",2,False,1,1,10000.000000,7023.950000,1,1,0,False
100000002815005100,terminal,0.538040,4,0.400869,"Observed 476,500 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,476500.000000,0.000000,1,0,0,False
100000002818726100,peripheral,0.200000,12,0.333202,"Observed 1 payers, 0 recipients, 10,879 KZT in; insufficient role evidence.",3,False,1,0,10879.000000,0.000000,1,0,0,False
100000002820010100,peripheral,0.200000,41,0.351109,"Observed 1 payers, 0 recipients, 30,000 KZT in; insufficient role evidence.",2,False,1,0,30000.000000,0.000000,1,0,0,False
100000002821425100,terminal,0.528702,24,0.355963,"Observed 275,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,275000.000000,0.000000,1,0,0,False
100000002822472100,terminal,0.528217,24,0.372355,"Observed 266,722 KZT from 2 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,2,0,266722.000000,0.000000,2,0,0,False
100000002824176100,terminal,0.519369,41,0.509342,"Observed 144,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,1,0,144000.000000,0.000000,1,0,1,False
100000002826669100,terminal,0.520740,0,0.378132,"Observed 159,900 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",2,False,1,0,159900.000000,0.000000,4,0,0,False
100000002830055100,peripheral,0.200000,22,0.337655,"Observed 1 payers, 0 recipients, 14,000 KZT in; insufficient role evidence.",1,False,1,0,14000.000000,0.000000,1,0,1,False
100000002831727100,peripheral,0.200000,43,0.302408,"Observed 1 payers, 1 recipients, 6,000 KZT in; insufficient role evidence.",2,False,1,1,6000.000000,77000.000000,1,3,0,False
100000002832753100,peripheral,0.100000,3,0.189392,"Depth 4 boundary: 12,500 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,12500.000000,0.000000,1,0,0,True
100000002835874100,peripheral,0.100000,4,0.165775,"Depth 4 boundary: 58,700 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,58700.000000,0.000000,1,0,0,True
100000002836052100,peripheral,0.200000,2,0.338872,"Observed 1 payers, 0 recipients, 15,000 KZT in; insufficient role evidence.",2,False,1,0,15000.000000,0.000000,1,0,0,False
100000002836736100,terminal,0.539231,41,0.552634,"Observed 509,000 KZT from 2 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,2,0,509000.000000,0.000000,2,0,1,False
100000002838519100,peripheral,0.200000,40,0.258997,"Observed 1 payers, 0 recipients, 46,900 KZT in; insufficient role evidence.",3,False,1,0,46900.000000,0.000000,1,0,0,False
100000002838861100,consolidator,0.803197,4,0.636365,"Observed 5 payers, 554,524 KZT in, 2% onward; consolidation hypothesis.",1,False,5,1,554523.950000,10000.000000,5,1,2,False
100000002842321100,terminal,0.520749,10,0.344811,"Observed 160,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,160000.000000,0.000000,1,0,0,False
100000002842337100,peripheral,0.200000,1,0.293460,"Observed 1 payers, 0 recipients, 50,000 KZT in; insufficient role evidence.",2,False,1,0,50000.000000,0.000000,1,0,0,False
100000002844652100,peripheral,0.200000,1,0.363741,"Observed 1 payers, 0 recipients, 61,360 KZT in; insufficient role evidence.",1,False,1,0,61360.000000,0.000000,1,0,1,False
100000002844897100,peripheral,0.200000,4,0.333073,"Observed 1 payers, 0 recipients, 10,800 KZT in; insufficient role evidence.",1,False,1,0,10800.000000,0.000000,1,0,1,False
100000002845605100,peripheral,0.200000,0,0.362615,"Observed 1 payers, 0 recipients, 57,567 KZT in; insufficient role evidence.",1,False,1,0,57567.000000,0.000000,1,0,1,False
100000002847207100,peripheral,0.200000,2,0.425415,"Observed 1 payers, 0 recipients, 46,243 KZT in; insufficient role evidence.",1,False,1,0,46243.000000,0.000000,1,0,1,False
100000002849158100,peripheral,0.200000,4,0.388010,"Observed 3 payers, 1 recipients, 723,000 KZT in; insufficient role evidence.",3,False,3,1,723000.000000,1313000.000000,3,3,0,False
100000002852402100,peripheral,0.200000,3,0.361810,"Observed 1 payers, 0 recipients, 55,000 KZT in; insufficient role evidence.",2,False,1,0,55000.000000,0.000000,1,0,0,False
100000002858835100,peripheral,0.200000,22,0.347461,"Observed 1 payers, 0 recipients, 24,400 KZT in; insufficient role evidence.",1,False,1,0,24400.000000,0.000000,1,0,1,False
100000002860934100,peripheral,0.100000,15,0.162306,"Depth 4 boundary: 279,500 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,279500.000000,0.000000,4,0,0,True
100000002861485100,peripheral,0.200000,16,0.417373,"Observed 1 payers, 0 recipients, 29,323 KZT in; insufficient role evidence.",1,False,1,0,29323.000000,0.000000,1,0,1,False
100000002862113100,peripheral,0.200000,40,0.259186,"Observed 1 payers, 0 recipients, 47,405 KZT in; insufficient role evidence.",3,False,1,0,47405.000000,0.000000,2,0,0,False
100000002863356100,peripheral,0.200000,22,0.298092,"Observed 1 payers, 1 recipients, 45,000 KZT in; insufficient role evidence.",2,False,1,1,45000.000000,20000.000000,1,1,0,False
100000002864256100,terminal,0.518625,2,0.508155,"Observed 135,780 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,1,0,135780.000000,0.000000,1,0,1,False
100000002864680100,peripheral,0.200000,7,0.362106,"Observed 1 payers, 0 recipients, 55,932 KZT in; insufficient role evidence.",1,False,1,0,55932.000000,0.000000,1,0,1,False
100000002870463100,peripheral,0.200000,41,0.415152,"Observed 3 payers, 1 recipients, 207,000 KZT in; insufficient role evidence.",2,False,3,1,207000.000000,10000.000000,4,1,0,False
100000002870937100,peripheral,0.200000,1,0.369223,"Observed 1 payers, 0 recipients, 83,700 KZT in; insufficient role evidence.",1,False,1,0,83700.000000,0.000000,1,0,1,False
100000002871199100,peripheral,0.200000,40,0.246561,"Observed 1 payers, 0 recipients, 23,186 KZT in; insufficient role evidence.",3,False,1,0,23186.000000,0.000000,1,0,0,False
100000002872399100,terminal,0.553777,1,0.418625,"Observed 1,090,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,1090000.000000,0.000000,9,0,0,False
100000002876914100,peripheral,0.100000,47,0.128960,"Depth 4 boundary: 12,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,12000.000000,0.000000,1,0,0,True
100000002877262100,terminal,0.515051,4,0.368708,"Observed 100,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,100000.000000,0.000000,1,0,0,False
100000002878467100,terminal,0.523856,4,0.399734,"Observed 200,000 KZT from 2 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,2,0,200000.000000,0.000000,2,0,0,False
100000002878483100,peripheral,0.100000,47,0.121619,"Depth 4 boundary: 6,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,6000.000000,0.000000,1,0,0,True
100000002881669100,peripheral,0.200000,7,0.342670,"Observed 1 payers, 0 recipients, 18,600 KZT in; insufficient role evidence.",1,False,1,0,18600.000000,0.000000,1,0,1,False
100000002883402100,terminal,0.530103,4,0.420224,"Observed 300,000 KZT from 3 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,3,0,300000.000000,0.000000,3,0,0,False
100000002884708100,peripheral,0.100000,4,0.197487,"Depth 4 boundary: 1,171,644 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,1171644.000000,0.000000,2,0,0,True
100000002886166100,terminal,0.522742,34,0.381106,"Observed 185,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,185000.000000,0.000000,3,0,0,False
100000002890167100,terminal,0.516938,16,0.505363,"Observed 118,150 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,1,0,118150.000000,0.000000,1,0,1,False
100000002891765100,peripheral,0.200000,40,0.261994,"Observed 1 payers, 0 recipients, 55,576 KZT in; insufficient role evidence.",3,False,1,0,55576.000000,0.000000,1,0,0,False
100000002893020100,peripheral,0.200000,18,0.242421,"Observed 1 payers, 0 recipients, 18,340 KZT in; insufficient role evidence.",3,False,1,0,18340.000000,0.000000,1,0,0,False
100000002894076100,consolidator,0.780000,1,0.636208,"Observed 4 payers, 1,122,782 KZT in, 0% onward; consolidation hypothesis.",1,False,4,0,1122782.000000,0.000000,6,0,2,False
100000002896506100,peripheral,0.100000,10,0.142960,"Depth 4 boundary: 45,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,45000.000000,0.000000,1,0,0,True
100000002901457100,peripheral,0.200000,0,0.361711,"Observed 1 payers, 3 recipients, 340,000 KZT in; insufficient role evidence.",3,False,1,3,340000.000000,119000.000000,1,3,0,False
100000002904919100,peripheral,0.200000,0,0.298315,"Observed 1 payers, 1 recipients, 60,325 KZT in; insufficient role evidence.",3,False,1,1,60325.000000,5500.000000,1,1,0,False
100000002906470100,terminal,0.518086,43,0.373946,"Observed 130,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,130000.000000,0.000000,1,0,0,False
100000002908521100,peripheral,0.200000,22,0.291403,"Observed 1 payers, 0 recipients, 44,500 KZT in; insufficient role evidence.",3,False,1,0,44500.000000,0.000000,1,0,0,False
100000002911170100,terminal,0.530103,33,0.357780,"Observed 300,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",2,False,1,0,300000.000000,0.000000,2,0,0,False
100000002913340100,peripheral,0.200000,22,0.280206,"Observed 1 payers, 0 recipients, 23,600 KZT in; insufficient role evidence.",3,False,1,0,23600.000000,0.000000,1,0,0,False
100000002914245100,terminal,0.519066,35,0.342194,"Observed 140,611 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,140611.000000,0.000000,1,0,0,False
100000002916006100,peripheral,0.200000,49,0.176124,"Observed 0 payers, 1 recipients, 0 KZT in; insufficient role evidence. Seed inflows incomplete.",0,True,0,1,0.000000,32000.000000,0,1,0,False
100000002921047100,peripheral,0.200000,1,0.417841,"Observed 2 payers, 1 recipients, 338,000 KZT in; insufficient role evidence.",1,False,2,1,338000.000000,163000.020000,2,1,1,False
100000002922000100,peripheral,0.100000,50,0.167303,"Depth 4 boundary: 448,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,448000.000000,0.000000,1,0,0,True
100000002926970100,peripheral,0.200000,18,0.269495,"Observed 1 payers, 0 recipients, 85,000 KZT in; insufficient role evidence.",3,False,1,0,85000.000000,0.000000,1,0,0,False
100000002933386100,peripheral,0.200000,2,0.366808,"Observed 1 payers, 1 recipients, 15,000 KZT in; insufficient role evidence.",3,False,1,1,15000.000000,58000.000000,1,1,0,False
100000002934441100,peripheral,0.200000,0,0.380621,"Observed 2 payers, 0 recipients, 60,846 KZT in; insufficient role evidence.",1,False,2,0,60845.600000,0.000000,2,0,1,False
100000002936322100,terminal,0.547399,35,0.395297,"Observed 787,133 KZT from 2 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,2,0,787133.000000,0.000000,2,0,0,False
100000002938501100,peripheral,0.200000,16,0.403541,"Observed 1 payers, 1 recipients, 8,395 KZT in; insufficient role evidence.",1,False,1,1,8395.000000,5000.000000,1,1,1,False
100000002939838100,consolidator,0.755000,16,0.609906,"Observed 3 payers, 571,233 KZT in, 0% onward; consolidation hypothesis.",1,False,3,0,571233.000000,0.000000,3,0,1,False
100000002941114100,peripheral,0.200000,11,0.395770,"Observed 2 payers, 1 recipients, 128,510 KZT in; insufficient role evidence.",1,False,2,1,128510.000000,15000.000000,15,1,1,False
100000002943472100,terminal,0.521568,4,0.379379,"Observed 170,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,170000.000000,0.000000,1,0,0,False
100000002945031100,peripheral,0.200000,12,0.338872,"Observed 1 payers, 0 recipients, 15,000 KZT in; insufficient role evidence.",3,False,1,0,15000.000000,0.000000,1,0,0,False
100000002945626100,consolidator,0.755000,4,0.476963,"Observed 3 payers, 584,000 KZT in, 0% onward; consolidation hypothesis.",3,False,3,0,584000.000000,0.000000,3,0,0,False
100000002947299100,peripheral,0.200000,2,0.369495,"Observed 1 payers, 0 recipients, 85,000 KZT in; insufficient role evidence.",2,False,1,0,85000.000000,0.000000,1,0,0,False
100000002948492100,peripheral,0.200000,40,0.246918,"Observed 1 payers, 0 recipients, 23,660 KZT in; insufficient role evidence.",3,False,1,0,23660.000000,0.000000,1,0,0,False
100000002951898100,peripheral,0.200000,40,0.256183,"Observed 1 payers, 0 recipients, 39,990 KZT in; insufficient role evidence.",3,False,1,0,39990.000000,0.000000,1,0,0,False
100000002952631100,peripheral,0.200000,16,0.426091,"Observed 1 payers, 0 recipients, 48,050 KZT in; insufficient role evidence.",1,False,1,0,48050.000000,0.000000,1,0,1,False
100000002952756100,peripheral,0.200000,24,0.259035,"Observed 1 payers, 0 recipients, 47,000 KZT in; insufficient role evidence.",3,False,1,0,47000.000000,0.000000,1,0,0,False
100000002954780100,terminal,0.518405,4,0.374466,"Observed 133,400 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,133400.000000,0.000000,1,0,0,False
100000002956769100,consolidator,0.755000,24,0.450047,"Observed 3 payers, 840,000 KZT in, 0% onward; consolidation hypothesis.",3,False,3,0,840000.000000,0.000000,3,0,0,False
100000002956779100,terminal,0.535421,2,0.464401,"Observed 411,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,411000.000000,0.000000,1,0,0,False
100000002956898100,terminal,0.529567,3,0.474117,"Observed 290,240 KZT from 2 payers, 0 qualifying outflows; possible terminal, external flows unknown.",2,False,2,0,290240.000000,0.000000,2,0,0,False
100000002957306100,terminal,0.534883,11,0.547443,"Observed 398,490 KZT from 2 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,2,0,398490.000000,0.000000,2,0,2,False
100000002957787100,distributor,0.890000,0,0.609996,"Observed 34 recipients vs 4 payers; 1,276,154 KZT sent; distribution hypothesis.",2,False,4,34,84956.000000,1276153.960000,7,41,0,False
100000002958139100,terminal,0.524533,4,0.383660,"Observed 209,500 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,209500.000000,0.000000,2,0,0,False
100000002958286100,terminal,0.527633,4,0.454555,"Observed 257,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,1,0,257000.000000,0.000000,1,0,1,False
100000002958343100,peripheral,0.200000,1,0.389086,"Observed 1 payers, 2 recipients, 2,900,000 KZT in; insufficient role evidence.",2,False,1,2,2900000.000000,1390000.000000,4,17,0,False
100000002958345100,terminal,0.530480,24,0.358262,"Observed 307,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,307000.000000,0.000000,1,0,0,False
100000002963189100,peripheral,0.200000,40,0.401990,"Observed 1 payers, 7 recipients, 490,000 KZT in; insufficient role evidence.",3,False,1,7,490000.000000,5219000.000000,3,15,0,False
100000002964966100,terminal,0.523856,2,0.449372,"Observed 200,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",2,False,1,0,200000.000000,0.000000,1,0,0,False
100000002968096100,peripheral,0.100000,8,0.147640,"Depth 4 boundary: 70,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,70000.000000,0.000000,1,0,0,True
100000002969048100,terminal,0.515952,41,0.436990,"Observed 108,470 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",2,False,1,0,108470.000000,0.000000,1,0,0,False
100000002970466100,peripheral,0.200000,0,0.325394,"Observed 1 payers, 2 recipients, 23,317 KZT in; insufficient role evidence.",3,False,1,2,23317.000000,93000.000000,1,3,0,False
100000002971593100,peripheral,0.100000,10,0.143873,"Depth 4 boundary: 49,050 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,49050.000000,0.000000,1,0,0,True
100000002973903100,peripheral,0.200000,7,0.400170,"Observed 3 payers, 0 recipients, 92,880 KZT in; insufficient role evidence.",1,False,3,0,92880.000000,0.000000,3,0,1,False
100000002974256100,peripheral,0.200000,7,0.259249,"Observed 1 payers, 0 recipients, 7,200 KZT in; insufficient role evidence.",2,False,1,0,7200.000000,0.000000,1,0,0,False
100000002975287100,peripheral,0.200000,28,0.238872,"Observed 1 payers, 0 recipients, 15,000 KZT in; insufficient role evidence.",3,False,1,0,15000.000000,0.000000,1,0,0,False
100000002975437100,peripheral,0.200000,36,0.302087,"Observed 1 payers, 1 recipients, 530,000 KZT in; insufficient role evidence.",3,False,1,1,530000.000000,8500.000000,2,1,0,False
100000002981489100,peripheral,0.100000,10,0.127029,"Depth 4 boundary: 10,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,10000.000000,0.000000,1,0,0,True
100000002981527100,terminal,0.521407,4,0.445804,"Observed 168,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,1,0,168000.000000,0.000000,1,0,1,False
100000002982252100,peripheral,0.200000,22,0.344231,"Observed 1 payers, 0 recipients, 20,320 KZT in; insufficient role evidence.",1,False,1,0,20320.000000,0.000000,1,0,1,False
100000002983426100,peripheral,0.200000,18,0.270296,"Observed 1 payers, 0 recipients, 88,945 KZT in; insufficient role evidence.",3,False,1,0,88945.000000,0.000000,1,0,0,False
100000002983879100,terminal,0.523860,2,0.466406,"Observed 200,050 KZT from 2 payers, 0 qualifying outflows; possible terminal, external flows unknown.",2,False,2,0,200050.000000,0.000000,2,0,0,False
100000002984403100,peripheral,0.200000,13,0.258267,"Observed 1 payers, 1 recipients, 20,000 KZT in; insufficient role evidence.",3,False,1,1,20000.000000,25000.000000,1,1,0,False
100000002986245100,peripheral,0.100000,47,0.121168,"Depth 4 boundary: 5,750 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,5750.000000,0.000000,1,0,0,True
100000002988894100,peripheral,0.200000,2,0.491877,"Observed 1 payers, 3 recipients, 306,121 KZT in; insufficient role evidence.",1,False,1,3,306121.000000,77500.000000,1,3,1,False
100000002989353100,peripheral,0.200000,24,0.326564,"Observed 1 payers, 2 recipients, 500,000 KZT in; insufficient role evidence.",3,False,1,2,500000.000000,321160.000000,2,2,0,False
100000002990675100,peripheral,0.200000,10,0.260526,"Observed 1 payers, 0 recipients, 51,143 KZT in; insufficient role evidence.",3,False,1,0,51143.000000,0.000000,1,0,0,False
100000002991079100,peripheral,0.200000,16,0.464346,"Observed 2 payers, 1 recipients, 148,900 KZT in; insufficient role evidence.",1,False,2,1,148900.000000,11000.000000,3,1,1,False
100000002992171100,peripheral,0.200000,22,0.338428,"Observed 1 payers, 0 recipients, 14,627 KZT in; insufficient role evidence.",1,False,1,0,14627.000000,0.000000,1,0,1,False
100000002994441100,peripheral,0.100000,8,0.119688,"Depth 4 boundary: 5,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,5000.000000,0.000000,1,0,0,True
100000002999140100,peripheral,0.100000,7,0.147029,"Depth 4 boundary: 10,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,10000.000000,0.000000,2,0,0,True
100000003001138100,peripheral,0.100000,15,0.138665,"Depth 4 boundary: 30,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,30000.000000,0.000000,1,0,0,True
100000003001564100,peripheral,0.200000,16,0.451576,"Observed 1 payers, 1 recipients, 23,520 KZT in; insufficient role evidence.",1,False,1,1,23520.000000,180000.000000,1,1,1,False
100000003001661100,peripheral,0.200000,15,0.348583,"Observed 1 payers, 5 recipients, 110,000 KZT in; insufficient role evidence.",3,False,1,5,110000.000000,439500.000000,1,8,0,False
100000003003821100,peripheral,0.200000,2,0.356188,"Observed 1 payers, 0 recipients, 40,000 KZT in; insufficient role evidence.",2,False,1,0,40000.000000,0.000000,1,0,0,False
100000003004487100,peripheral,0.200000,36,0.404016,"Observed 4 payers, 2 recipients, 183,703 KZT in; insufficient role evidence.",1,False,4,2,183702.800000,265015.000000,9,3,1,False
100000003005167100,peripheral,0.100000,47,0.123251,"Depth 4 boundary: 7,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,7000.000000,0.000000,1,0,0,True
100000003006633100,peripheral,0.200000,38,0.231715,"Observed 1 payers, 0 recipients, 10,000 KZT in; insufficient role evidence.",3,False,1,0,10000.000000,0.000000,1,0,0,False
100000003009900100,peripheral,0.200000,18,0.240010,"Observed 1 payers, 0 recipients, 15,998 KZT in; insufficient role evidence.",3,False,1,0,15998.000000,0.000000,1,0,0,False
100000003010908100,peripheral,0.100000,18,0.132649,"Depth 4 boundary: 17,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,17000.000000,0.000000,1,0,0,True
100000003014659100,terminal,0.528989,11,0.456339,"Observed 280,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,1,0,280000.000000,0.000000,1,0,1,False
100000003016438100,peripheral,0.200000,4,0.334111,"Observed 1 payers, 1 recipients, 200,000 KZT in; insufficient role evidence.",3,False,1,1,200000.000000,300000.000000,1,3,0,False
100000003016635100,distributor,0.950000,16,0.377658,"Observed 73 recipients, 9,414,081 KZT sent; distribution hypothesis. Seed inflows incomplete.",0,True,8,73,586981.000000,9414081.000000,36,151,0,False
